Data,Polaridade,Paul Ekman,Tweets Limpos
2/22/2021,neutro,neutro, tosse cachorro fim
2/22/2021,negativo,neutro, tosse seca deus   aguentando fumar httpstcogAVsQSfoZF
2/22/2021,negativo,raiva,tosse arrombada q nao dxou dormir noite toda
2/22/2021,negativo,neutro,Tosse chata p cassete„
2/22/2021,negativo,neutro,Tosse chata
2/22/2021,neutro,neutro,Tosse estranha httpstcodr5xJU1f3E
2/22/2021,neutro,neutro,hora Ãnibus cheio dando crise tosse x8fu200¸x8fnTodo mundo olhando cara ˆ
2/22/2021,negativo,raiva,fiquei  semana vir presencial ja to morrendo falta ar binder vsf
2/22/2021,negativo,medo,mano difÃxadciltava falta ar pÃnico chorando travado tipo braÃo relaÃwoâ httpstcop5cH9E1onH
2/22/2021,negativo,neutro,Choro falta ar crise ansiedade sendo preciso acordar cedo pegar Miguel
2/22/2021,neutro,neutro,madrugada trouxe tantos pensamentos o a falta ar
2/22/2021,negativo,raiva, consegui comer   conseguindo dormir  falta ar crise choro outras 999 coisasnVai ansiedade come cu
2/22/2021,negativo,neutro, sei pior parte crise ansiedade  acelerado falta ar pensamentos autodepressioativos
2/22/2021,negativo,tristeza,rio Ã  ser ansioso Mano to acordado desde 440 manhÃ pq cÃrebro acho atrasadoâ httpstcoZ0YHoGzyjC
2/22/2021,negativo,neutro, cure hospital sentir falta ar nDizia MANDETTAnnApÃs alta hospitalar 25 pacientes intubadoâ httpstcoSzFSKAuLz6
2/22/2021,neutro,neutro,falta ar covid infeccao trato respiratorio logicamente commetimento pulmonara febre indicador disto
2/22/2021,neutro,neutro,Objetivo Ã diminuir transmiso Covid19 ocorre principalmente ar httpstconGUdcbPX5i G1
2/22/2021,neutro,neutro,falta ar amg
2/22/2021,neutro,tristeza,NenÃm  deixa mamÃe mimi kkkkk muita falta ar
2/22/2021,neutro,neutro,Falta ar Vc tbm amor
2/22/2021,neutro,neutro,Falta ar
2/22/2021,neutro,neutro,wu nao to bek nao quero ir escola to falta ar
2/22/2021,neutro,neutro,Idem acordei falta ar pq nariz entupiu aff
2/22/2021,negativo,neutro,222 0245 Kiara pq  agoniando falta arn222 0246 remÃdio q melhore nn222 0246 Kiaraâ httpstcoWrClYufGtb
2/22/2021,negativo,neutro,4o dia isolamento quase esqueci dor corpo tudo entra sai  jeito legal intervalo 5 eâ httpstcolHvCbO51ZC
2/22/2021,negativo,tristeza,falta ar dor peito juntinho n aguento
2/22/2021,neutro,neutro,menina falando  dor garganta falta ar
2/22/2021,negativo,raiva,Ã‰ falta ar dor  desgracada aq  morre nÃ
2/22/2021,neutro,neutro,Acho Ã bendita ansiedade alg dias atrÃs  tava conseguindo abrir tampa margarina o trÃmulâ httpstcoEj5gktoqXC
2/22/2021,neutro,neutro,Acordei falta ar enorme
2/22/2021,neutro,neutro,acordei falta ar dor peito pesquisar Google  comeÃou sugeso parada carxadaca
2/22/2021,neutro,neutro,Acordei falta ar pensei vou comer alguma coisinha Desisti pois n senti gosto nada
2/22/2021,negativo,tristeza,Acordei falta ar vez  vei
2/22/2021,negativo,raiva,Acordei muita falta ar odeio
2/22/2021,neutro,medo,acordei falta ar fodida deus
2/22/2021,negativo,tristeza,vazioaquele sentimento culpaaquela falta ar aperto  vez sozinhoacho q perdi  caos
2/22/2021,neutro,neutro,bom dia acordou 4 manhÃ falta ar
2/22/2021,neutro,neutro,Bom dia acordou achando ia morrer falta ar
2/22/2021,negativo,raiva,caralho vÃi falta ar
2/22/2021,positivo,neutro,Comentei cedo mainha tava tendo umas crises falta ar toda madrugada hoje  hoje  Espero continue assim
2/22/2021,negativo,tristeza,falta ar acaba ser U0001f97a
2/22/2021,negativo,tristeza,falta ar insuporvel q  sentindo  deixou dormir   hora  praticamente choraâ httpstcouyjFOzLeg3
2/22/2021,negativo,raiva,falta ar irrita
2/22/2021,neutro,neutro,falta ar nunca passou
2/22/2021,neutro,neutro,horas falta ar  acho bombinha
2/22/2021,negativo,raiva,krlh falta ar vai acabar matando
2/22/2021,negativo,neutro,falta ar terrÃxadvel
2/22/2021,negativo,neutro,to tanta falta ar  ficando tonta
2/22/2021,negativo,neutro,Falta ar bah quase morrendo
2/22/2021,negativo,raiva,Falta ar caralho
2/22/2021,negativo,raiva,falta ar caramba
2/22/2021,negativo,neutro,falta ar escola AMO viver
2/22/2021,neutro,neutro,Falta ar  consigo dormir
2/22/2021,negativo,raiva,cozinha beber remedio quase morri q odio falta ar crl
2/22/2021,negativo,raiva,indo tentar dormir 0420 manhÃ pouco falta ar  deixando nervoso nenÃm  precisando ajuda
2/22/2021,negativo,tristeza,Krl  consigo dormir muita falta ar man
2/22/2021,neutro,neutro,maior falta ar sinistra x8fu200‚¸x8f
2/22/2021,neutro,neutro,mane sentido muita falta ar ultimamente
2/22/2021,neutro,raiva,mds  passando mal falta ar caralho
2/22/2021,negativo,neutro,falta ar hora depender kesia morro
2/22/2021,neutro,neutro,deusa falta ar
2/22/2021,neutro,neutro,mÃe perguntando toda hora to mentindo sobre falta ar n ficar preocupada
2/22/2021,negativo,tristeza, aguento tanta tosse falta ar
2/22/2021,neutro,neutro, consigo dormi tanta falta ar ”
2/22/2021,negativo,raiva, dormi ainda cara parece o enfiando vÃrios cacos vidro corpo falta ar furiosa pqp
2/22/2021,negativo,raiva, dormi nada  puta falta ar
2/22/2021,neutro,tristeza,cama avÃ  consigo dormir consigo acordo assustada comigo falta ar U0001f97aU0001f97a
2/22/2021,neutro,raiva,nn acordo mal humor theo acordar sendo cedo  fico falta ar
2/22/2021,neutro,neutro,Nunca falta ar embora
2/22/2021,neutro,neutro,passei noite toda falta ar
2/22/2021,neutro,neutro,perder sono horÃrio ainda ficar falta ar
2/22/2021,negativo,raiva,puta falta ar tomara morra
2/22/2021,negativo,raiva,q falta ar carakho
2/22/2021,negativo,neutro,crise ansiedade fudida fiquei achei q morrer falta ar
2/22/2021,neutro,neutro,falta ar Ã nada ·
2/22/2021,neutro,raiva,falta ar Ã  sentindo puta pariuuu
2/22/2021,negativo,neutro,falta ar 
2/23/2021,neutro,surpresa, creio to febre
2/23/2021,neutro,neutro,· Evite pagaÃÃo vÃxadrus Covid19 use mÃscara lave mÃos frequentemente sabÃo use Ãlcool gel mâ httpstcoPsjxkGhs7e
2/23/2021,neutro,neutro,tava febre hr ta vcs sabia kkk medir dps
2/23/2021,neutro,neutro,covid febre amarela
2/23/2021,negativo,raiva,Lembra fiquei a pior mÃ febre mano diarrÃia caralho
2/23/2021,neutro,neutro,Trabalhar febre
2/23/2021,neutro,neutro,ontem achou q gripou hoje Ã febre leve
2/23/2021,positivo,neutro,Tomei tambÃm famÃxadlia  febre umdia
2/23/2021,neutro,neutro,FaÃo tudo 48 anos famÃxadlia pegamos covid ivermactina Branhma nNem febrâ httpstcoTJZmbX9BLZ
2/23/2021,neutro,neutro,Oi amg  febre Pega termÃmetrozinho toma remedinho
2/23/2021,neutro,neutro,Amg senti primeiro achei tava doente garganta ai dois dias veio faltaâ httpstco8gLlPqic2A
2/23/2021,negativo,neutro,377 febre fml escÃndalo
2/23/2021,negativo,neutro,383 febre 2 mÃdulos geografia fÃxadsica p terminar hoje nao eh dia
2/23/2021,neutro,neutro,6 dias direto bebendo agora bateu febre zique zira garganta
2/23/2021,neutro,neutro,acho q to c febre vius
2/23/2021,neutro,neutro,Acho passei dia febre tanto frio senti blusa frio tempo todo ”
2/23/2021,neutro,surpresa,Ai caceta acho q to febre
2/23/2021,neutro,tristeza,ardendo febre deus
2/23/2021,neutro,raiva,Cara febre  baixaaa
2/23/2021,neutro,surpresa,caralho tomar remÃdio febre fez suar tanto
2/23/2021,neutro,neutro,chega  dando febre dor garganta
2/23/2021,neutro,neutro,cheguei rua trouxe febre junto comigo •••
2/23/2021,positivo,neutro,Coisa doida rolÃ covid Fiz teste meio  fazer Tava tossindo bem pouco senti incÃmo httpstcoDeL9FmLnnc
2/23/2021,neutro,neutro,posso estar dor  febre bonito alto
2/23/2021,neutro,neutro,Dor  febre preciso dar aula assim
2/23/2021,neutro,neutro,vamos Maria febre novo ¯
2/23/2021,negativo,neutro,febre dor corpo  passa nunca
2/23/2021,positivo,neutro,achei ficando bem daÃxad veio febre
2/23/2021,positivo,neutro,acho tava febre algo gÃnero passou pouquinho
2/23/2021,neutro,neutro,queimando febre falando mÃe ta tudo certo  preocupar
2/23/2021,negativo,neutro,Febre deixa fudido ••
2/23/2021,negativo,neutro,febre caralho
2/23/2021,neutro,neutro,Gente  sei ainda Ã coviodenguegripe comum doi sintoma tanto tremer frio  Ã lâ httpstcouhS5HTtxZw
2/23/2021,neutro,neutro,Mano 25 anos saÃde ok demais nenhuma doenÃa respiraria nenhuma doenÃa grave ha 7 dias comâ httpstcozLaZR98Wl0
2/23/2021,positivo,felicidade,febre valeu pena vamo ic
2/23/2021,neutro,neutro,mÃe perguntando mÃdico  pq to c febre reclamam q manhosa febrezinha nessa
2/23/2021,neutro,surpresa,Mufina febre dor olhos”  acreditando ”
2/23/2021,neutro,neutro, vou dizer tava febre semana passada httpstcotxpBLlXsyL
2/23/2021,neutro,neutro, sei  febre Ã calor
2/23/2021,neutro,neutro,chico ta febre
2/23/2021,neutro,neutro,dia inteiro ciclo interminÃvel febre calor
2/23/2021,neutro,neutro,misto medo morrer delÃxadrio febre faz gente fazer cada coisa
2/23/2021,neutro,neutro,Queimando febre onn Boa noite
2/23/2021,neutro,neutro,Sai trabalho cedo hj porÃm tossindo vomitando febre serÃ q vou morrer
2/23/2021,negativo,tristeza,o azarado to febre
2/23/2021,negativo,neutro, c dor  q  febre  atacando certeza q Ã corona
2/23/2021,neutro,neutro, febre x8f¼u200‚¸x8f”
2/23/2021,neutro,neutro, febre
2/23/2021,neutro,neutro,calor desse ficando febre xad
2/23/2021,neutro,neutro, clÃxadnica fazendo uns exames sala espera umas trÃs pessoas mÃscara baixo nariz comecei sâ httpstcoEmMEFWQHdm
2/23/2021,neutro,neutro,tudo indica apenas bois vÃo ter acesso Ã vacinanhttpstcoAq6Q4xftjT
2/23/2021,neutro,neutro,analista clÃxadnico Ã bom criminalista 01 âCaso piorar falta ar cure emergÃnciaâx9d â httpstco4uQydCFxHM
2/23/2021,neutro,neutro,vc fica falta ar estar ai
2/23/2021,negativo,raiva,falta commisso dessas sonsas realidade Ã comparÃveâ httpstcou7foCDeXA6
2/23/2021,negativo,raiva,To cheio argumentos principal Ã pessoas sao enviadas casa ate terem falta ar Voce pâ httpstco7l0dHhNmqe
2/23/2021,negativo,neutro,Qdo vc realmente quizer opinar passe menos 1 semana recepÃao suspeitos covid hospâ httpstcoMkEa3KVWiN
2/23/2021,negativo,neutro, mil Ã menor blemas foda Ã  acelerado falta ar vocÃ simplesmente  consegâ httpstcoT9M9rKScZv
2/23/2021,neutro,neutro,narvoso falta ar q sinto coisas assim acontecem n eh normal
2/23/2021,neutro,tristeza,n consigo chorar c  aperto peito falta ar
2/23/2021,neutro,neutro,fiquei pensando nisso   aqui sofrendo falta ar
2/23/2021,negativo,tristeza,ansiedade vai matar hj ja to ate falta ar manoo pq vida fode assim
2/23/2021,negativo,medo, sei oq Ã  tempo cÃ  consigo dormi desconfio todos dor peito falta ar sensaÃÃo 
2/23/2021,neutro,neutro,vontade chorar falta ar vÃo embora preciso trabalhar
2/23/2021,neutro,neutro,passei clÃxadnico geral finalmente falar falta ar guia  psicÃrsrs
2/23/2021,neutro,neutro,Fica Casa  vÃ curar hospital falta ar Nâ httpstcoCKFDf4sn0o
2/23/2021,neutro,neutro,Objetivo Ã diminuir transmiso Covid19 ocorre principalmente ar httpstconGUdcbPX5i G1
2/23/2021,neutro,neutro,o tosse falta ar causa covid nÃ
2/23/2021,neutro,neutro,desde q peguei sinto falta ar vez posso deitar peito cima causa disso
2/23/2021,neutro,neutro,Ã falta ar ansiedade covid
2/23/2021,neutro,neutro,falta ar
2/23/2021,positivo,felicidade, adianta explicar  quer ouvir tomei tomo quase ano vi vÃrias pessoas ficaâ httpstcopLcE9fNx4v
2/23/2021,negativo,neutro,sei disso kkk  dando falta ar pareci  sendo enforcada x8fu200¸x8f
2/23/2021,neutro,neutro,tava desse jeito tava falta ar 
2/23/2021,neutro,neutro,24 horas dia questionando to falta ar causa ansiedade pq peguei covid
2/23/2021,neutro,neutro,crise falta ar  hj
2/23/2021,neutro,medo,acho q to falta ar parece coraÃao ta preso caixa nao sei explicar deus
2/23/2021,negativo,medo,Aiii q falta ar’essa porra dnv 
2/23/2021,positivo,neutro,Beleza Surgiu blema Agora Ã lidar issonComeÃamos medicaÃÃo principalmente corticoides ComeÃou falta  httpstcolmao1zfCQD
2/23/2021,negativo,neutro,falta ar dor peito acaba cmg
2/23/2021,neutro,raiva,falta ar  desde cedo tlc
2/23/2021,negativo,neutro,falta ar ta matando
2/23/2021,negativo,raiva,pesadelo parece  acaba nunca xadxadxadxad pai voltou  hospital Agora falta ar vÃxadrus Ã mer httpstcomeprg1pIrk
2/23/2021,negativo,tristeza,dias falta ar toda vez antes dormir nebulizar aglomerando gente munâ httpstcoZSN12pCBbr
2/23/2021,negativo,raiva,Eta falta ar todo dia agora carai
2/23/2021,neutro,medo,realmente achando vou morrer  posso sentar sofÃ falta ar
2/23/2021,negativo,raiva,ensaio hj cedo graÃas falta ar madrugada toda n pude ir porra ainda vai matar dia
2/23/2021,neutro,raiva,falta ar poha
2/23/2021,negativo,medo,Falta ar puta cansado sentido nnpor favor agora 
2/23/2021,neutro,raiva,Falta ar fudida µ
2/23/2021,neutro,raiva,Falta ar hoje ta passando limites
2/23/2021,neutro,neutro,falta ar tempo inteiro
2/23/2021,negativo,raiva,fica c falta ar Ã porra
2/23/2021,neutro,raiva,hj manhÃ  tava saindo bocae  tarde acordei falta arquase morrendodia louco porra
2/23/2021,neutro,neutro,hoje remÃdios bombinha conta falta ar serÃ aÃxad httpstcoWRrfmbOsZ1
2/23/2021,neutro,medo,indo  hospital morrendo falta ar rezando
2/23/2021,negativo,tristeza,Ã assustador hospital falta ar crise choro lÃ dentro sozinha quan httpstcohBUhiClVpX
2/23/2021,neutro,neutro,Mano 25 anos saÃde ok demais nenhuma doenÃa respiraria nenhuma doenÃa grave ha 7 dias comâ httpstcozLaZR98Wl0
2/23/2021,neutro,medo,mds to mt falta ar parece alguem sentado peito nao consigo puxar ar direito vo morre
2/23/2021,neutro,neutro,crise tosse  cm pouco d falta d ar
2/23/2021,negativo,tristeza,avÃ chorando telefone pq ta mta dor corpo falta ar causa covid acaba cmg
2/23/2021,negativo,tristeza,mlk falta ar  matando poucos aqui   nada bem galera
2/23/2021,negativo,raiva,pq repente fiquei falta ar vtmnc
2/23/2021,negativo,neutro,Puta falta ar credo
2/23/2021,neutro,neutro,q falta ar
2/23/2021,neutro,neutro,quase 1 ano peguei covid ainda sinto falta ar vez garganta arranha tempo todo
2/23/2021,negativo,raiva,falta ar crl
2/23/2021,neutro,neutro,serio nada ej  deitado  comeÃa bater forte aÃxad fico falta ar aÃxad delicinha
2/23/2021,neutro,neutro,usar bombinha agora  velho aqui morre falta ar KKKKKKKKKKKK
2/23/2021,negativo,tristeza,to c falta ar vo morre
2/23/2021,neutro,medo,Vivendo eterno  falta ar serÃ Ã covid ansiedade desde marÃo 2020
2/23/2021,neutro,medo,Vou dormir c falta ar acordo c falta ar assim segue dia todo  Jesus
2/23/2021,neutro,medo,cu fecha qnd algm tosse
2/23/2021,neutro,neutro,acho es tosse nervosa
2/23/2021,neutro,neutro,o tosse falta ar causa covid nÃ
2/23/2021,neutro,neutro,Vou chamar chinÃs tossir aquinnChinÃs tosse
2/23/2021,neutro,neutro,· Evite pagaÃÃo vÃxadrus Covid19 use mÃscara lave mÃos frequentemente sabÃo use Ãlcool gel mâ httpstcoPsjxkGhs7e
2/23/2021,neutro,neutro,amg hoje posto saÃde marcou exame dia 5 ainda  sentindo mt dor  gâ httpstcoOGoB6GpfTo
2/23/2021,negativo,neutro,Acho farei  mal dias enxaqueca garganta inflamada tosse
2/23/2021,negativo,neutro,Pois Ã pq  morrendo enxaqueca tosse garganta inflamada
2/23/2021,neutro,neutro,simntosse
2/23/2021,neutro,neutro,tosse deixa pensante
2/23/2021,neutro,neutro,  tosse causa disso ae
2/23/2021,positivo,neutro,Bgda tautinha Vou avisando ora  tosse chata ” vai dar tudo certo ’’
2/23/2021,negativo,tristeza,triste Perdi amigo Longas longas conversas disse Covid tosse inconformado
2/23/2021,neutro,neutro,TO FEBRE DIARREIA VEI JURO MAE TA TOSSE DOR JO CORPO
2/23/2021,neutro,neutro,Paloma tosse coviiiid amoramor
2/23/2021,neutro,neutro,alguÃm xarope tosse
2/23/2021,neutro,neutro,Caio  consegue sentir gosto cheiro comidanViih Pocah reclamando tosse secanRodolffo falando molâ httpstcohVLTc2560Q
2/23/2021,neutro,neutro,camilla pocah tosse seca caio diz ter perdido paladar gente
2/23/2021,neutro,neutro,Carla paladar talvez olfato BBB nCamilla tosse secanCaio paladarnn
2/23/2021,negativo,tristeza,crise tosse tudo precisava
2/23/2021,negativo,raiva,detesto ficar tosse
2/23/2021,neutro,neutro,tosse Camilla httpstcobF8g7a5rPa
2/23/2021,neutro,neutro,eita tosse fumante
2/23/2021,negativo,tristeza,tosse  aguento
2/23/2021,neutro,neutro,tosse q n
2/23/2021,negativo,tristeza,tosse  matando
2/23/2021,neutro,medo,preocupada real ncamilla tosse seca dia todo Viih tube  bem semana passada agoraâ httpstcofIVkkXmQ1I
2/23/2021,neutro,neutro,covid  pega CaraÃxad nMinha mÃe tosse Ã nEu Ã  fazendo graÃanMÃe marquei consulta c o httpstcoXSL4HhSNkS
2/23/2021,negativo,medo,Lindo  tosse ficando paranÃica
2/23/2021,neutro,neutro,Lunna es c tosse seca  LÃ vai comprar remÃdio
2/23/2021,neutro,neutro,crise tosse  cm pouco d falta d ar
2/23/2021,neutro,neutro,deus pocah tosse seca horrorosa quarto colorido agora ’’’’’’’ BBB21
2/23/2021,negativo,tristeza,Deus Ã difÃxadcil segurar tosse
2/23/2021,neutro,neutro,padrinho covid tomou vacina agora ficar hospital observaÃÃo porque  uâ httpstcoemHi2LtJAl
2/23/2021,neutro,tristeza,fessor ta tendo q dar aula covid tendo crise tosse bad
2/23/2021,negativo,tristeza,N aguento coriza tosse dor 
2/23/2021,negativo,raiva,N aguento tosse satanÃs preciso voltar p vida piranha novo af
2/23/2021,neutro,neutro,tosse ta seca
2/23/2021,negativo,neutro,Parente p mÃdico sintoma covid  fizeram teste deram atestado ZICA cara RUIM tosse agâ httpstcocgVFZGfTgt
2/23/2021,neutro,neutro,amor Deus alguÃm duÃÃo leva Salbutamol tosse seca  acaba BBB21 httpstcoGgGFyzoeM3
2/23/2021,neutro,neutro,motivos seguranÃa caio sentir paladar olfato camilla outros participantes tosse seca PAREO HOJE SERÃx81 FALSO
2/23/2021,negativo,neutro, quero chegar casinha fumar neguele terminar morrer porque tosse vai matar tomar cervejinha
2/23/2021,neutro,raiva,Sai mim tosse carai
2/23/2021,neutro,medo, tosse esquisita medo real ser covid tomar antialÃrgico  passar fodeu
2/23/2021,negativo,neutro,terrÃxadvel crise tosse apÃs aspirar nunicotina alheia
2/23/2021,neutro,felicidade,todo dia vizinho passando puta tosse tuberculoso falta morrer sempre assusto kkkkk
2/23/2021,negativo,raiva,Tosse chata crl tnc
2/23/2021,negativo,tristeza,Tosse comeÃo dor garganta  oq faltava
2/23/2021,negativo,raiva,tosse seca chata crl
2/23/2021,neutro,neutro,semana atrÃs diagnosticada Covid Tava bastante tosse velho logicamente frequenta hohttpstcoHDJXAxm1y7
2/23/2021,neutro,felicidade,update jeto semana mencionei aqui q alg sintomas leves tosse dor garganta coriza reporâ httpstcoeEYsJD4mdy
2/23/2021,neutro,neutro,SerÃ Arthur passou civis galera vomitando outro dor  outro tosse outra desmaiandoaÃxad aÃxad BBB21
2/23/2021,neutro,neutro,galera sintomas covid dentro BBB Camilla tosse seca Carla Diaz paladar Caio olfatoâ httpstcoajOtlmnaSD
2/23/2021,neutro,neutro,Quero saber quanto tempo q tosse passa a hj nd passar
2/24/2021,neutro,neutro,prefeitura fazendo conscientizaÃÃo mapa risco covid medindo febre pessoas pulso
2/24/2021,negativo,neutro,Acordei febre dedeco ultima coisa q vou ter Ã bom dia
